Total Trophies,Angle of Spread,Correlation,Correlation Red,Correlation Green,Power Mean,Trophies Mean,Power Mean Norm,Trophies Mean Norm,Date,Datetime
22889.0,7.892520761653344,0.9109606145563696,0.9755467409568812,0.9337635162665524,7.777777777777778,423.8703703703704,0.7070707070707068,0.7064506172839506,2022-07-28,2022-07-28 10:09:40.194565
22901.0,7.892273891912784,0.9178177882625392,0.9804486014660962,0.9446308925542228,7.796296296296297,424.0925925925926,0.7087542087542086,0.7080009893031595,2022-07-28,2022-07-28 20:24:36.893860
22897.0,7.892273891912784,0.9182767410586404,0.9785618439416872,0.943505917055501,7.796296296296297,424.0185185185185,0.7087542087542086,0.707877326408211,2022-07-29,2022-07-29 09:29:54.252752
22893.0,7.892273891912784,0.9179645662140492,0.9778516431963784,0.943505917055501,7.796296296296297,423.94444444444446,0.7087542087542086,0.7077536635132626,2022-07-29,2022-07-29 11:22:20.148666
22901.0,7.892273891912784,0.9185440778346088,0.9790915072450732,0.943505917055501,7.796296296296297,424.0925925925926,0.7087542087542086,0.7080009893031594,2022-07-29,2022-07-29 13:27:10.541237
22905.0,7.892273891912784,0.918514081692271,0.9792544492531284,0.943505917055501,7.796296296296297,424.1666666666667,0.7087542087542086,0.7081246521981077,2022-08-01,2022-08-01 09:57:15.761590
22906.0,7.892273891912784,0.918505565962596,0.9792927291847772,0.943505917055501,7.796296296296297,424.1851851851852,0.7087542087542086,0.7081555679218448,2022-08-01,2022-08-01 09:59:27.556113
22911.0,7.892273891912784,0.9183484770942224,0.9816248164039084,0.9447068330034476,7.796296296296297,424.27777777777777,0.7087542087542086,0.7083101465405304,2022-08-01,2022-08-01 10:13:53.760392
22914.0,7.892273891912784,0.9184974631411352,0.9811404604229026,0.9447068330034476,7.796296296296297,424.3333333333333,0.7087542087542086,0.7084028937117416,2022-08-01,2022-08-01 10:19:58.215090
22916.0,7.892273891912784,0.9184734390661864,0.9811627661341218,0.9447068330034476,7.796296296296297,424.3703703703704,0.7087542087542086,0.7084647251592158,2022-08-01,2022-08-01 20:55:42.462751
22936.0,7.892520761653344,0.9192197407546212,0.9772034136462808,0.9406446938671112,7.796296296296297,424.7407407407408,0.7087542087542086,0.7079012345679011,2022-08-02,2022-08-02 10:10:14.158615
22955.0,7.892520761653344,0.917355081651212,0.9772034136462808,0.9389108029841056,7.796296296296297,425.0925925925926,0.7087542087542086,0.7084876543209875,2022-08-02,2022-08-02 18:07:03.877543
22979.0,10.809583963098316,0.9034354050985892,0.9599657516905892,0.9405257199209366,7.814814814814815,425.537037037037,0.7104377104377103,0.7104124157546526,2022-08-06,2022-08-06 14:35:30.037463
23029.0,7.892745604923644,0.912933531095414,0.9793236699769676,0.9372057246188912,7.814814814814815,426.462962962963,0.7104377104377102,0.7095889566771427,2022-08-07,2022-08-07 02:33:19.205668
23037.0,7.892745604923644,0.9125192055661612,0.9793236699769676,0.9375692343774564,7.814814814814815,426.6111111111111,0.7104377104377102,0.7098354594194858,2022-08-07,2022-08-07 02:34:04.701709
23063.0,7.892948527829477,0.9098791338585656,0.9754123500498102,0.9330274805350716,7.814814814814815,427.0925925925926,0.7104377104377102,0.7094561338747384,2022-08-07,2022-08-07 21:23:46.852773
23069.0,7.892948527829477,0.909763580553221,0.9753030949195244,0.9330274805350716,7.814814814814815,427.2037037037037,0.7104377104377102,0.7096407038267503,2022-08-07,2022-08-07 21:56:29.080221
23088.0,7.892948527829477,0.9082035137651586,0.974585868520004,0.9408167153128648,7.814814814814815,427.55555555555554,0.7104377104377102,0.7102251753414544,2022-08-08,2022-08-08 09:34:09.766023
23088.0,10.357649867199031,0.8946069104766867,0.9619843329178172,0.942137387745298,7.833333333333333,427.55555555555554,0.7121212121212118,0.7114069144019225,2022-08-09,2022-08-09 07:54:56.367929
23099.0,10.358093523443312,0.8920969248333203,0.9547919989948496,0.935519102888072,7.851851851851852,427.7592592592592,0.7138047138047134,0.7129320987654323,2022-08-09,2022-08-09 08:08:47.172746
23102.0,10.358093523443312,0.8917102380398378,0.9547919989948496,0.9352799074546052,7.851851851851852,427.8148148148149,0.7138047138047134,0.7130246913580248,2022-08-09,2022-08-09 09:43:59.782020
23110.0,10.358093523443312,0.890549504820704,0.9547919989948496,0.934348072459504,7.851851851851852,427.962962962963,0.7138047138047134,0.7132716049382717,2022-08-09,2022-08-09 09:49:04.510306
23113.0,10.358093523443312,0.8908881803119254,0.954365911528842,0.934348072459504,7.851851851851852,428.0185185185185,0.7138047138047134,0.7133641975308642,2022-08-10,2022-08-10 09:14:23.249730
23109.0,10.358093523443312,0.8914912918936841,0.954365911528842,0.9348680882935892,7.851851851851852,427.94444444444446,0.7138047138047134,0.7132407407407406,2022-08-10,2022-08-10 09:15:21.850099
23125.0,10.358093523443312,0.8919591181627302,0.9539795145713554,0.9348680882935892,7.851851851851852,428.2407407407408,0.7138047138047134,0.7137345679012346,2022-08-10,2022-08-10 09:25:30.130431
23149.0,10.357649867199031,0.8914013447460133,0.96153088266794,0.936427660778671,7.851851851851852,428.6851851851852,0.7138047138047134,0.713286497812288,2022-08-10,2022-08-10 09:36:10.344420
23173.0,10.358093523443312,0.8781306194262886,0.9491380781010492,0.9316252641181514,7.87037037037037,429.1296296296296,0.7154882154882151,0.715216049382716,2022-08-11,2022-08-11 09:46:59.586489
23181.0,10.358093523443312,0.878371149653991,0.9488316749512692,0.9316252641181514,7.87037037037037,429.27777777777777,0.7154882154882151,0.7154629629629626,2022-08-11,2022-08-11 09:52:21.049634
23193.0,10.980878139054866,0.8751050886320192,0.9557054159786982,0.9270109298445848,7.87037037037037,429.5,0.7154882154882151,0.7146422628951745,2022-08-11,2022-08-11 10:01:39.350891
23215.0,10.358093523443312,0.878622374428611,0.946680308653859,0.9305879400606968,7.888888888888889,429.9074074074074,0.7171717171717168,0.7165123456790121,2022-08-12,2022-08-12 00:47:25.532062
23223.0,10.358093523443312,0.8786319368206048,0.945672068848095,0.9305879400606968,7.888888888888889,430.05555555555554,0.7171717171717168,0.7167592592592591,2022-08-12,2022-08-12 01:16:57.047449
23231.0,10.358093523443312,0.8784468110596068,0.9438629820047312,0.9305879400606968,7.888888888888889,430.2037037037037,0.7171717171717168,0.7170061728395061,2022-08-12,2022-08-12 10:37:47.692189
23247.0,9.251249111114753,0.8835567474354746,0.9591494618991336,0.9305879400606968,7.888888888888889,430.5,0.7171717171717168,0.7163061564059896,2022-08-12,2022-08-12 11:06:47.346480
23260.0,8.845399866923252,0.8871297252838378,0.96372550952619,0.9305879400606968,7.888888888888889,430.7407407407408,0.7171717171717168,0.7167067233622971,2022-08-12,2022-08-12 11:56:52.098716
23279.0,8.37815043535533,0.8918272955128985,0.9653430861243802,0.9262330558046988,7.888888888888889,431.0925925925926,0.7171717171717168,0.7161006521471636,2022-08-12,2022-08-12 21:12:12.608920
23279.0,8.37815043535533,0.8918272955128986,0.96534308612438,0.9262330558046988,7.888888888888889,431.0925925925926,0.7171717171717168,0.7161006521471636,2022-08-13,2022-08-13 05:11:39.337798
23282.0,8.37815043535533,0.8918141344996918,0.9646732520494902,0.9262330558046988,7.888888888888889,431.14814814814815,0.7171717171717169,0.7161929371231694,2022-08-13,2022-08-13 05:19:25.800478
23352.0,8.378225277562855,0.884420753471478,0.9678506648588072,0.9197086572993984,7.888888888888889,432.44444444444446,0.7171717171717169,0.7171549659111847,2022-08-13,2022-08-13 16:56:42.901293
23374.0,8.378225277562855,0.8913416347635774,0.96665809229579,0.9252848349197684,7.907407407407407,432.8518518518519,0.7188552188552185,0.7178306000859896,2022-08-14,2022-08-14 12:07:19.560731
23369.0,8.711211779422433,0.8900069796484731,0.96499414963215,0.9252848349197684,7.907407407407407,432.7592592592592,0.7188552188552185,0.717677046864443,2022-08-14,2022-08-14 12:11:29.362891
23396.0,8.180030735160546,0.8913607548313865,0.9676883014206612,0.9275571661715156,7.907407407407407,433.2592592592592,0.7188552188552185,0.7185062342607947,2022-08-15,2022-08-15 18:37:53.939438
23435.0,8.488812452908721,0.8744359881130899,0.9651783053808346,0.9494066978912044,7.944444444444445,433.9814814814815,0.7222222222222219,0.7220989708510503,2022-08-30,2022-08-30 12:43:18.321842
24107.0,13.130901389994676,0.7708750462197074,0.92610941233334,0.8864914483349243,8.254545454545454,438.3090909090909,0.7504132231404952,0.7492463092463097,2022-09-28,2022-09-28 12:16:16.440643
24174.0,10.648509020614126,0.8824249262860618,0.9261094123333398,0.976187737596433,8.142857142857142,431.6785714285714,0.7402597402597396,0.7391756360078282,2022-09-28,2022-09-28 13:55:02.605771
24174.0,10.648509020614126,0.8824249262860618,0.9261094123333398,0.976187737596433,8.142857142857142,431.6785714285714,0.7402597402597396,0.7391756360078282,2022-10-01,2022-10-01 19:21:00.530690
24581.0,37.38052681323112,0.7058992107192885,0.8493628774331663,0.8868648611707052,8.228070175438596,431.2456140350877,0.7480063795853261,0.7473927452947793,2022-10-04,2022-10-04 12:16:50.512932
25074.0,22.38352552883518,0.7521816692384719,0.8779846648979248,0.897500207435507,8.333333333333334,439.89473684210526,0.7575757575757568,0.7571337983512998,2022-10-30,2022-10-30 10:18:43.828840
25153.0,22.37569675647176,0.7381472270403289,0.8117889473141495,0.9095563841885254,8.350877192982455,441.280701754386,0.7591706539074953,0.7582142641827937,2022-11-02,2022-11-02 21:01:43.145753
25153.0,22.37569675647176,0.7381472270403289,0.8117889473141495,0.9095563841885254,8.350877192982455,441.280701754386,0.7591706539074953,0.7582142641827937,2022-11-13,2022-11-13 11:22:40.111745
25257.0,17.73898214370999,0.6869312520731836,0.8583632659878517,0.8449068302699607,8.578947368421053,443.10526315789474,0.7799043062200952,0.7787438719822403,2022-11-13,2022-11-13 12:39:19.978175
25263.0,17.73898214370999,0.6860122004897263,0.8583632659878517,0.8457581059930255,8.578947368421053,443.2105263157895,0.7799043062200952,0.7789288687447969,2022-11-13,2022-11-13 17:30:22.688494
25263.0,17.73898214370999,0.6860122004897263,0.8583632659878517,0.8457581059930255,8.578947368421053,443.2105263157895,0.7799043062200952,0.7789288687447969,2022-11-14,2022-11-14 08:43:08.640579
25376.0,16.821406805631877,0.6863132922041335,0.8597438445958471,0.8839809379149538,8.631578947368421,445.1929824561403,0.7846889952153105,0.7837904620706695,2022-11-18,2022-11-18 13:46:01.392095
25456.0,29.08111888792581,0.8105991379210358,0.9362369833352931,0.8835593900448525,8.60344827586207,438.8965517241379,0.782131661442006,0.7809547183703526,2022-11-19,2022-11-19 10:06:23.894694
25484.0,35.883284250588225,0.7633309516328163,0.8781944292124637,0.8835593900448524,8.637931034482758,439.3793103448276,0.7852664576802504,0.7846059113300493,2022-11-19,2022-11-19 22:12:17.815493
25497.0,35.883284250588225,0.7642344572838708,0.8770179490367003,0.8835593900448524,8.637931034482758,439.6034482758621,0.7852664576802504,0.785006157635468,2022-11-23,2022-11-23 01:46:10.188494
25523.0,34.3131648031749,0.7116842832152145,0.8270462647667984,0.8752471152073256,8.672413793103448,440.0517241379311,0.7884012539184949,0.7872123866510394,2022-11-23,2022-11-23 16:40:52.841942
25559.0,29.12729927032045,0.717901195494143,0.8470473732163353,0.8752471152073256,8.672413793103448,440.6724137931034,0.7884012539184949,0.7883227438159275,2022-11-23,2022-11-23 18:11:03.395397
25582.0,28.006266377013954,0.7183662980747637,0.8513025148911576,0.874204060721204,8.672413793103448,441.0689655172414,0.7884012539184949,0.7876231527093595,2022-11-23,2022-11-23 20:06:56.976413
25599.0,27.86487114686204,0.7186019186026634,0.8487449107332803,0.8923264662063323,8.672413793103448,441.36206896551727,0.7884012539184949,0.7743194192377495,2022-11-24,2022-11-24 10:07:13.749228
25615.0,27.86487114686204,0.7182722349425734,0.8487449107332803,0.8946368428015599,8.672413793103448,441.63793103448273,0.7884012539184949,0.7748033877797942,2022-11-24,2022-11-24 15:37:36.612604
25736.0,26.498481875896204,0.7414404845011068,0.8705007495977847,0.9049464428484304,8.672413793103448,443.7241379310345,0.7884012539184948,0.7757414998794305,2022-11-24,2022-11-24 21:24:31.504797
25757.0,26.498481875896204,0.7442635298552986,0.8730207899368712,0.9178380487698088,8.672413793103448,444.0862068965517,0.7884012539184948,0.7763744875813837,2022-11-24,2022-11-24 22:28:47.285916
25779.0,26.48571561839013,0.749231449438302,0.8791189051238537,0.9178380487698088,8.672413793103448,444.4655172413793,0.7884012539184948,0.7756815309622678,2022-11-25,2022-11-25 00:46:59.043986
25812.0,26.86260849963185,0.7431388680636464,0.8813218568789131,0.8954966265649411,8.672413793103448,445.0344827586207,0.7884012539184948,0.7753213985341822,2022-11-25,2022-11-25 13:10:02.611114
25812.0,26.86260849963185,0.7431388680636464,0.8813218568789131,0.8954966265649411,8.672413793103448,445.0344827586207,0.7884012539184948,0.7753213985341822,2022-11-28,2022-11-28 20:06:14.723712
26163.0,17.60559490768092,0.7578925513651029,0.9017965427332694,0.8887350322473871,8.775862068965518,451.0862068965517,0.7978056426332284,0.7844977511244378,2022-11-29,2022-11-29 11:00:46.031603
26163.0,17.60559490768092,0.7578925513651029,0.9017965427332694,0.8887350322473871,8.775862068965518,451.0862068965517,0.7978056426332284,0.7844977511244378,2022-11-30,2022-11-30 23:06:15.553877
26179.0,19.839896911840093,0.7120958700938768,0.8209422651880641,0.821983972188605,8.793103448275861,451.36206896551727,0.7993730407523507,0.7849775112443775,2022-11-30,2022-11-30 23:26:55.903103
26301.0,31.898536073718603,0.7104916685584908,0.8169247562383225,0.8663383528655278,8.779661016949152,445.7796610169492,0.7981510015408316,0.7848233468608258,2022-12-02,2022-12-02 09:04:11.863659
26369.0,22.80454754188436,0.7120457670162544,0.8262363407643117,0.8816838838544365,8.779661016949152,446.9322033898305,0.7981510015408316,0.7840915848944393,2022-12-02,2022-12-02 10:28:48.768673
26388.0,20.500386367695697,0.7112139772454064,0.8266447135544879,0.8816838838544365,8.779661016949152,447.2542372881356,0.7981510015408316,0.7846565566458518,2022-12-02,2022-12-02 19:24:13.709296
26564.0,20.370318779261574,0.6574492113587722,0.7728716398241353,0.8395200012767755,8.813559322033898,450.2372881355933,0.801232665639445,0.7871281261111764,2022-12-07,2022-12-07 12:23:49.097569
26798.0,20.3819400837606,0.641364724011392,0.7904237647606731,0.8631533574549785,8.88135593220339,454.20338983050846,0.8073959938366715,0.7968480523342252,2022-12-11,2022-12-11 19:47:30.977048
26887.0,48.49826466966656,0.6501339810025082,0.7058583361610404,0.5567026572190091,8.901639344262295,440.7704918032787,0.8092399403874814,0.7984972677595629,2022-12-14,2022-12-14 10:17:43.911024
26959.0,45.434259442558826,0.6408552537691358,0.7020513645898562,0.5429183067924584,8.918032786885245,441.9508196721312,0.8107302533532041,0.8006355428842955,2022-12-14,2022-12-14 18:26:23.449385
27141.0,37.68869983648481,0.4327290159465594,0.5187607475493135,0.541882235880423,9.0,444.9344262295082,0.8181818181818182,0.8075034958793254,2022-12-18,2022-12-18 11:56:47.152392
27158.0,36.73308283897673,0.4349216170481931,0.5250271860717708,0.5412562878999664,9.0,445.2131147540984,0.8181818181818182,0.8080092826753147,2022-12-19,2022-12-19 10:03:16.963445
27189.0,36.85209122932204,0.4359241797797663,0.527200371192468,0.5428785004365148,9.0,445.7213114754098,0.8181818181818182,0.8089315997738836,2022-12-20,2022-12-20 08:21:15.784982
27321.0,33.18465237503888,0.4910001079415916,0.5880450372565594,0.5621079642214034,9.049180327868852,447.88524590163934,0.8226527570789868,0.812858885483919,2022-12-22,2022-12-22 07:57:48.060825
27492.0,31.466021740339336,0.5047702605938934,0.6248828427162719,0.5349154699954599,9.065573770491802,450.6885245901639,0.8241430700447095,0.8149882903981267,2022-12-23,2022-12-23 08:34:52.725631
27589.0,31.429602552272364,0.5194876220731139,0.742026375308066,0.6140846806834905,9.065573770491802,452.27868852459017,0.8241430700447095,0.8149165559001624,2022-12-23,2022-12-23 13:59:13.707856
27698.0,23.922010658320463,0.5221348273550991,0.7762672467204199,0.6474710327713321,9.065573770491802,454.0655737704918,0.8241430700447095,0.813737587402315,2022-12-23,2022-12-23 17:07:37.691538
27804.0,21.21164003758645,0.5100604409725699,0.771390502567747,0.6903814999406918,9.065573770491802,455.8032786885246,0.8241430700447095,0.8139344262295078,2022-12-23,2022-12-23 18:29:52.107800
27820.0,21.21164003758645,0.5032422281238856,0.8282992804944574,0.7484313072506801,9.065573770491802,456.0655737704918,0.8241430700447095,0.8144028103044494,2022-12-23,2022-12-23 18:53:20.333054
27903.0,21.537231967822333,0.4841050010504792,0.8282992804944578,0.5792692223039161,9.081967213114757,457.4262295081968,0.8256333830104323,0.8153765231875167,2022-12-23,2022-12-23 19:42:30.060127
27918.0,21.537231967822333,0.480982337854853,0.8256031491817495,0.5792692223039161,9.081967213114757,457.672131147541,0.8256333830104323,0.8158148505303765,2022-12-23,2022-12-23 20:36:40.610501
27953.0,21.537231967822333,0.4723504005469846,0.8153822688811387,0.5792692223039161,9.081967213114757,458.24590163934425,0.8256333830104323,0.8168376143303823,2022-12-24,2022-12-24 03:01:53.819527
27998.0,21.31156718274827,0.4685409043327403,0.8120589867636365,0.5822713955241585,9.081967213114757,458.9836065573771,0.8256333830104323,0.8152461928194978,2022-12-24,2022-12-24 12:48:41.427148
28117.0,17.57276593835157,0.4544805358557428,0.7576449817968774,0.6839314509031366,9.081967213114757,460.9344262295082,0.8256333830104323,0.8158131437690411,2022-12-24,2022-12-24 17:46:29.630231
28172.0,17.569390150562775,0.4551072594124609,0.7485127372497703,0.6839314509031367,9.081967213114757,461.8360655737705,0.8256333830104323,0.8159647801656719,2022-12-24,2022-12-24 19:18:24.483550
28292.0,17.56250628580112,0.4505772286800031,0.7557635760580254,0.7105359593911567,9.081967213114757,463.8032786885246,0.8256333830104323,0.8165550681135996,2022-12-25,2022-12-25 17:53:41.732545
28353.0,17.21645526572635,0.3698986307359014,0.7020249426371011,0.6838425139096418,9.098360655737704,464.8032786885246,0.8271236959761552,0.818315631493881,2022-12-28,2022-12-28 14:20:25.761023
28374.0,16.88356644426574,0.4249071335939108,0.7097099533270571,0.7650907116399451,9.114754098360656,465.1475409836066,0.8286140089418781,0.818921727083814,2022-12-28,2022-12-28 20:05:07.640913
28385.0,16.88356644426574,0.4211997859111879,0.7031653914438902,0.7650907116399451,9.114754098360656,465.327868852459,0.8286140089418781,0.81923920572616,2022-12-28,2022-12-28 23:48:05.354141
28447.0,16.19671902104255,0.4253882639610856,0.7251868768337226,0.7650907116399454,9.114754098360656,466.344262295082,0.8286140089418781,0.8195856982338875,2022-12-29,2022-12-29 21:01:35.354255
28340.0,43.9395437257669,0.7133232278858584,0.9145198572772588,0.6918784637624469,9.064516129032258,457.0967741935484,0.8240469208211145,0.8104552733928168,2023-01-03,2023-01-03 03:31:57.187990
28442.0,38.27415336486263,0.4818965072814991,0.8256335870147156,0.671323589954414,9.112903225806452,458.741935483871,0.8284457478005867,0.8148169369162899,2023-01-04,2023-01-04 10:52:29.029655
28466.0,35.07010991143122,0.4798874956406483,0.7977658710683317,0.7067184180366689,9.112903225806452,459.1290322580645,0.8284457478005867,0.8140585678334483,2023-01-04,2023-01-04 22:19:47.680736
28487.0,34.29016635749199,0.4778025214885152,0.7990381872804031,0.7129769236918921,9.112903225806452,459.46774193548384,0.8284457478005867,0.8146591169068869,2023-01-05,2023-01-05 01:36:41.144724
28490.0,33.90239645170429,0.4774832935313332,0.7996552464905815,0.7129769236918921,9.112903225806452,459.5161290322581,0.8284457478005867,0.8147449096316637,2023-01-05,2023-01-05 08:50:14.247768
28503.0,33.90239645170429,0.47711921967859333,0.7960131926152354,0.7129769236918921,9.112903225806452,459.7258064516129,0.8284457478005867,0.8151166781056971,2023-01-06,2023-01-06 09:41:28.159173